"AN","Code","RN","acc","accuracy","an_found","an_height","an_line","an_text","an_width","an_x1","an_x2","an_y1","an_y2","average_response_time","avg_rt","background","box_width","canvas_backend","central_fixation","clean_word","clock_backend","color_backend","correct","correct_instruction","correct_question_sketchpad","count_ending_sketchpad","count_experiment","count_eyetracker_calibration","count_instruction","count_instruction_pygaze_log","count_list_filter","count_liste_auswahl","count_logger","count_new_inline_script","count_pygaze_start_recording","count_pygaze_stop_recording","count_question_pygaze_log","count_question_sketchpad","count_sentence_script","count_trial_loop","count_trial_sequence","cross_size","cross_x","cross_y","current_line","current_line_width","d","datetime","description","disable_garbage_collection","display_sentence","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","item","key","keyboard_backend","last_line_y","line_height_factor","line_spacing","list","live_row","live_row_trial_loop","logfile","margin","mouse_backend","name","opensesame_codename","opensesame_version","position_x","position_y","psychopy_screen","repeat_cycle","response","response_ending_sketchpad","response_instruction","response_key","response_question_sketchpad","response_time","response_time_ending_sketchpad","response_time_instruction","response_time_question_sketchpad","rn_found","rn_height","rn_line","rn_text","rn_width","rn_x1","rn_x2","rn_y1","rn_y2","round_decimals","sampler_backend","selected_list","sentence","sentence_text","skip_trial","sound_buf_size","sound_channels","sound_freq","sound_sample_size","spill_height","spill_line","spill_width","spill_x1","spill_x2","spill_y1","spill_y2","start","subject_nr","subject_parity","t0","text_start_x","text_start_y","time_ending_sketchpad","time_experiment","time_eyetracker_calibration","time_instruction","time_instruction_pygaze_log","time_list_filter","time_liste_auswahl","time_logger","time_new_inline_script","time_pygaze_start_recording","time_pygaze_stop_recording","time_question_pygaze_log","time_question_sketchpad","time_sentence_script","time_trial_loop","time_trial_sequence","timestamp","title","total_correct","total_response_time","total_responses","width","word","word_height","word_spacing","word_width"
"<AN>Männer</AN>","C3","<RN>Expertinnen</RN>","undefined","undefined","None","None","None","None","None","None","None","None","None","undefined","undefined","#232323","None","legacy","None","None","legacy","legacy","undefined","undefined","None","0","0","0","0","0","10","0","10","0","0","0","10","10","10","0","10","None","None","None","None","None","None","Thu Jul 23 18:03:11 2026","The main experiment item","False","None","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","18","no","white","no","yes","1080","14","None","legacy","None","None","None","2","10","10","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","None","legacy","an_found","Neonatal Nightingale","4.1.9","None","None","2","0","right","NA","right","None","NA","3605.0","NA","3605","NA","None","None","None","None","None","None","None","None","None","2","legacy","1","None","Auf einer öffentlichen Veranstaltung stehen Investitionen und langfristige gesellschaftliche Entwicklungen zur Diskussion. Die <RN>Fachfrauen</RN> unterstützen höhere Investitionen und langfristige Entwicklungen, doch diese <AN>Männer</AN> kritisieren die Umsetzung. Die politischen Folgen werden unterschiedlich bewertet.","1","1024","2","48000","-16","None","None","None","None","None","None","None","experiment","3","odd","None","None","None","NA","2845","2846","10957","14563","14799","14605","14799","10956","10956","NA","NA","NA","NA","14605","14799","None","Experiment","0","0","0","1920","None","None","None","None"
"<AN>Frauen</AN>","C6","<RN>Arbeitnehmer*innen</RN>","undefined","undefined","None","None","None","None","None","None","None","None","None","undefined","undefined","#232323","None","legacy","None","None","legacy","legacy","undefined","undefined","None","0","0","0","0","0","11","0","11","0","0","0","11","11","11","0","11","None","None","None","None","None","None","Thu Jul 23 18:03:11 2026","The main experiment item","False","None","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","18","no","white","no","yes","1080","5","None","legacy","None","None","None","2","11","11","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","None","legacy","an_found","Neonatal Nightingale","4.1.9","None","None","2","0","right","NA","right","None","NA","3605.0","NA","3605","NA","None","None","None","None","None","None","None","None","None","2","legacy","1","None","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","1","1024","2","48000","-16","None","None","None","None","None","None","None","experiment","3","odd","None","None","None","NA","2845","2846","10957","14563","14816","14605","14816","10956","10956","NA","NA","NA","NA","14605","14816","None","Experiment","0","0","0","1920","None","None","None","None"
"<AN>Männer</AN>","C3","<RN>Aktivistinnen</RN>","undefined","undefined","None","None","None","None","None","None","None","None","None","undefined","undefined","#232323","None","legacy","None","None","legacy","legacy","undefined","undefined","None","0","0","0","0","0","12","0","12","0","0","0","12","12","12","0","12","None","None","None","None","None","None","Thu Jul 23 18:03:11 2026","The main experiment item","False","None","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","18","no","white","no","yes","1080","11","None","legacy","None","None","None","5","12","12","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","None","legacy","an_found","Neonatal Nightingale","4.1.9","None","None","2","0","right","NA","right","None","NA","3605.0","NA","3605","NA","None","None","None","None","None","None","None","None","None","2","legacy","1","None","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","1","1024","2","48000","-16","None","None","None","None","None","None","None","experiment","3","odd","None","None","None","NA","2845","2846","10957","14563","14834","14605","14834","10956","10956","NA","NA","NA","NA","14605","14834","None","Experiment","0","0","0","1920","None","None","None","None"
"<AN>Frauen</AN>","C6","<RN>Professor*innen</RN>","undefined","undefined","None","None","None","None","None","None","None","None","None","undefined","undefined","#232323","None","legacy","None","None","legacy","legacy","undefined","undefined","None","0","0","0","0","0","13","0","13","0","0","0","13","13","13","0","13","None","None","None","None","None","None","Thu Jul 23 18:03:11 2026","The main experiment item","False","None","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","18","no","white","no","yes","1080","15","None","legacy","None","None","None","4","13","13","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","None","legacy","an_found","Neonatal Nightingale","4.1.9","None","None","2","0","right","NA","right","None","NA","3605.0","NA","3605","NA","None","None","None","None","None","None","None","None","None","2","legacy","1","None","Im Rahmen einer öffentlichen Veranstaltung wird über die Zukunft der Hochschulen und die Forschungsförderung diskutiert. Die <RN>Professorinnen</RN> diskutieren über die Zukunft der Hochschulen und setzen sich für mehr Forschungsgelder ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","1","1024","2","48000","-16","None","None","None","None","None","None","None","experiment","3","odd","None","None","None","NA","2845","2846","10957","14563","14852","14605","14852","10956","10956","NA","NA","NA","NA","14605","14852","None","Experiment","0","0","0","1920","None","None","None","None"
"<AN>Frauen</AN>","C6","<RN>Aktivist*innen</RN>","undefined","undefined","None","None","None","None","None","None","None","None","None","undefined","undefined","#232323","None","legacy","None","None","legacy","legacy","undefined","undefined","None","0","0","0","0","0","14","0","14","0","0","0","14","14","14","0","14","None","None","None","None","None","None","Thu Jul 23 18:03:11 2026","The main experiment item","False","None","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","18","no","white","no","yes","1080","11","None","legacy","None","None","None","2","14","14","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","None","legacy","an_found","Neonatal Nightingale","4.1.9","None","None","2","0","right","NA","right","None","NA","3605.0","NA","3605","NA","None","None","None","None","None","None","None","None","None","2","legacy","1","None","Auf einer öffentlichen Veranstaltung werden aktuelle wohnungs- und gesellschaftspolitische Themen diskutiert. Die <RN>Aktivist*innen</RN> fordern mehr bezahlbaren Wohnraum in Stuttgart und diskutieren faire Lösungsansätze, doch diese <AN>Frauen</AN> sehen die Verantwortung stärker beim Bund. Die Auswirkungen der Entscheidung werden noch geprüft.","1","1024","2","48000","-16","None","None","None","None","None","None","None","experiment","3","odd","None","None","None","NA","2845","2846","10957","14563","14872","14605","14872","10956","10956","NA","NA","NA","NA","14605","14872","None","Experiment","0","0","0","1920","None","None","None","None"
"<AN>Männer</AN>","C3","<RN>Dozentinnen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-339.0","-204.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","an","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","15","0","15","0","0","0","15","15","15","0","15","50","-810.0","-270.5","5","795.0","98.8243391073272","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozentinnen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","9","right","legacy","178.0","3.0","117","1","15","15","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","69.0","178.0","2","0","right","NA","right","right","right","410.0","NA","3605","410","True","53","2","<RN>Dozentinnen</RN>","249","488.0","737.0","-173.0","-120.0","2","legacy","1","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozent*innen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozent*innen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","0","1024","2","48000","-16","53","4","135","-204.0","-69.0","61.0","114.0","experiment","3","odd","14897.0","-810.0","-290.0","NA","2845","2846","10957","14563","14890","14605","19720","10956","10956","NA","19678","19267","14890","14605","14890","19265","Experiment","0","0","0","1920","an.","53","25","59"
"<AN>Frauen</AN>","C6","<RN>Expert*innen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-339.0","-204.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","an","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","16","0","16","0","0","0","16","16","16","0","16","50","-810.0","-270.5","5","795.0","98.8243391073272","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozentinnen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","7","right","legacy","178.0","3.0","117","6","16","16","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","69.0","178.0","2","0","right","NA","right","right","right","410.0","NA","3605","410","True","53","2","<RN>Dozentinnen</RN>","249","488.0","737.0","-173.0","-120.0","2","legacy","1","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozent*innen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","Beim Sommerfest eines Unternehmens wird über wirtschaftliche Entwicklungen und gesellschaftliche Herausforderungen diskutiert. Die <RN>Fachleute</RN> sehen große Herausforderungen im nächsten Geschäftsjahr, dennoch bleiben diese <AN>Männer</AN> optimistisch. Die unternehmerischen Folgen werden unterschiedlich bewertet.","1","1024","2","48000","-16","53","4","135","-204.0","-69.0","61.0","114.0","experiment","3","odd","14897.0","-810.0","-290.0","NA","2845","2846","10957","14563","19746","14605","19746","10956","10956","NA","19678","19267","14890","14605","19745","19265","Experiment","0","0","0","1920","an.","53","25","59"
"<AN>Männer</AN>","C5","<RN>Student*innen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-339.0","-204.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","an","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","17","0","17","0","0","0","17","17","17","0","17","50","-810.0","-270.5","5","795.0","98.8243391073272","Thu Jul 23 18:03:11 2026","The main experiment item","False","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozentinnen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","1","right","legacy","178.0","3.0","117","5","17","17","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","69.0","178.0","2","0","right","NA","right","right","right","410.0","NA","3605","410","True","53","2","<RN>Dozentinnen</RN>","249","488.0","737.0","-173.0","-120.0","2","legacy","1","Auf einer schulischen Tagung werden aktuelle Kontroversen rund um Vorlesungsführung und Leistungsbewertung diskutiert. Die <RN>Dozent*innen</RN> fordern erhöhte Leistungsorientierung und strengere Notenvergabe im Lehrplan, doch diese <AN>Männer</AN> stoßen dabei auf Gegendruck von Eltern. Die Debatte über das Thema hält weiter an.","Bei einer Podiumsdiskussion an der Universität wird über aktuelle gesellschaftliche Themen gesprochen. Die <RN>Studenten</RN> müssten wieder stärker leistungsorientiert gefördert werden, doch die Mehrheit dieser dort teilnehmenden <AN>Frauen</AN> kritisiert die neuen Anforderungen. Die weitere Entwicklung bleibt Gegenstand öffentlicher Debatten.","1","1024","2","48000","-16","53","4","135","-204.0","-69.0","61.0","114.0","experiment","3","odd","14897.0","-810.0","-290.0","NA","2845","2846","10957","14563","19763","14605","19763","10956","10956","NA","19678","19267","14890","14605","19763","19265","Experiment","0","0","0","1920","an.","53","25","59"
"<AN>Männer</AN>","C5","<RN>Arbeitnehmer*innen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-220.0","-85.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","offen","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","18","0","18","0","0","0","18","18","18","0","18","50","-810.0","-270.5","5","792.0","99.9562404254982","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","5","right","legacy","178.0","3.0","117","1","18","18","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","136.0","178.0","2","0","right","NA","right","right","right","200.0","NA","3605","200","True","53","3","<RN>Arbeitnehmer*innen</RN>","412","-810.0","-398.0","-56.0","-3.0","2","legacy","1","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","0","1024","2","48000","-16","53","4","135","-85.0","50.0","61.0","114.0","experiment","3","odd","19786.0","-810.0","-290.0","NA","2845","2846","10957","14563","19780","14605","22407","10956","10956","NA","22365","22164","19780","14605","19780","22162","Experiment","0","0","0","1920","offen.","53","25","129"
"<AN>Frauen</AN>","C4","<RN>Einwohnerinnen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-220.0","-85.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","offen","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","19","0","19","0","0","0","19","19","19","0","19","50","-810.0","-270.5","5","792.0","99.9562404254982","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","8","right","legacy","178.0","3.0","117","3","19","19","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","136.0","178.0","2","0","right","NA","right","right","right","200.0","NA","3605","200","True","53","3","<RN>Arbeitnehmer*innen</RN>","412","-810.0","-398.0","-56.0","-3.0","2","legacy","1","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","Im Rahmen einer öffentlichen Veranstaltung wird derzeit über Fragen der inneren Sicherheit und gesellschaftliche Entwicklungen gesprochen. Die <RN>Bürger</RN> diskutieren über Fragen der inneren Sicherheit bezüglich der aktuellen Krise, doch diese <AN>Männer</AN> fordern härtere Maßnahmen. Die weiteren Maßnahmen stoßen auf geteilte Reaktionen.","1","1024","2","48000","-16","53","4","135","-85.0","50.0","61.0","114.0","experiment","3","odd","19786.0","-810.0","-290.0","NA","2845","2846","10957","14563","22423","14605","22423","10956","10956","NA","22365","22164","19780","14605","22423","22162","Experiment","0","0","0","1920","offen.","53","25","129"
"<AN>Frauen</AN>","C6","<RN>Ingenieur*innen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-220.0","-85.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","offen","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","20","0","20","0","0","0","20","20","20","0","20","50","-810.0","-270.5","5","792.0","99.9562404254982","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","17","right","legacy","178.0","3.0","117","2","20","20","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","136.0","178.0","2","0","right","NA","right","right","right","200.0","NA","3605","200","True","53","3","<RN>Arbeitnehmer*innen</RN>","412","-810.0","-398.0","-56.0","-3.0","2","legacy","1","Im Rahmen einer Geschäftsveranstaltung findet derzeit ein Austausch über Arbeitsbedingungen und gesellschaftliche Entwicklungen statt. Die <RN>Arbeitnehmer*innen</RN> erwarten höhere Gehälter und klimatisierte Arbeitsplätze, aber diese <AN>Männer</AN> wollen auch weniger arbeiten. Die Frage nach den Konsequenzen bleibt offen.","Im Rahmen einer städtischen Planungsrunde wird über die zukünftige Mobilität und den Ausbau des Nahverkehrs diskutiert. Die <RN>Ingenieurinnen</RN> diskutieren über Verkehrskonzepte und setzen sich für den Ausbau des ÖPNV ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","1","1024","2","48000","-16","53","4","135","-85.0","50.0","61.0","114.0","experiment","3","odd","19786.0","-810.0","-290.0","NA","2845","2846","10957","14563","22440","14605","22440","10956","10956","NA","22365","22164","19780","14605","22440","22162","Experiment","0","0","0","1920","offen.","53","25","129"
"<AN>Frauen</AN>","C2","<RN>Einwohner</RN>","undefined","undefined","True","53","4","<AN>Frauen</AN>","132","-179.0","-47.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","Reaktionen","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","21","0","21","0","0","0","21","21","21","0","21","50","-810.0","-270.5","5","893.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer öffentlichen Veranstaltung wird derzeit über Fragen der inneren Sicherheit und gesellschaftliche Entwicklungen gesprochen. Die <RN>Einwohner</RN> diskutieren über Fragen der inneren Sicherheit bezüglich der aktuellen Krise, doch diese <AN>Frauen</AN> fordern härtere Maßnahmen. Die weiteren Maßnahmen stoßen auf geteilte Reaktionen.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","8","right","legacy","178.0","3.0","117","1","21","21","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","350.0","178.0","2","0","right","NA","right","right","right","216.0","NA","3605","216","True","53","3","<RN>Einwohner</RN>","202","-810.0","-608.0","-56.0","-3.0","2","legacy","1","Im Rahmen einer öffentlichen Veranstaltung wird derzeit über Fragen der inneren Sicherheit und gesellschaftliche Entwicklungen gesprochen. Die <RN>Bürger</RN> diskutieren über Fragen der inneren Sicherheit bezüglich der aktuellen Krise, doch diese <AN>Männer</AN> fordern härtere Maßnahmen. Die weiteren Maßnahmen stoßen auf geteilte Reaktionen.","Im Rahmen einer öffentlichen Veranstaltung wird derzeit über Fragen der inneren Sicherheit und gesellschaftliche Entwicklungen gesprochen. Die <RN>Bürger</RN> diskutieren über Fragen der inneren Sicherheit bezüglich der aktuellen Krise, doch diese <AN>Männer</AN> fordern härtere Maßnahmen. Die weiteren Maßnahmen stoßen auf geteilte Reaktionen.","0","1024","2","48000","-16","53","4","132","-47.0","85.0","61.0","114.0","experiment","3","odd","22461.0","-810.0","-290.0","NA","2845","2846","10957","14563","22457","14605","25176","10956","10956","NA","25134","24917","22457","14605","22456","24915","Experiment","0","0","0","1920","Reaktionen.","53","25","242"
"<AN>Männer</AN>","C3","<RN>Professorinnen</RN>","undefined","undefined","True","53","4","<AN>Männer</AN>","135","-65.0","70.0","61.0","114.0","undefined","undefined","#232323","1620","legacy","True","diskutiert","legacy","legacy","undefined","undefined","undefined","0","0","0","0","0","22","0","22","0","0","0","22","22","22","0","22","50","-810.0","-270.5","5","1003.0","1.118033988749895","Thu Jul 23 18:03:11 2026","The main experiment item","False","Im Rahmen einer öffentlichen Veranstaltung wird über die Zukunft der Hochschulen und die Forschungsförderung diskutiert. Die <RN>Professorinnen</RN> diskutieren über die Zukunft der Hochschulen und setzen sich für mehr Forschungsgelder ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","experiment.osexp","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment","False","mono","False","39","no","white","no","yes","1080","15","right","legacy","178.0","3.0","117","1","22","22","C:\Users\sschu\Documents\GitHub\ET_course_project_gender-bias\experiment\subject-3.csv","150","legacy","an_found","Neonatal Nightingale","4.1.9","461.0","178.0","2","0","right","NA","right","right","right","230.0","NA","3605","230","True","53","2","<RN>Professorinnen</RN>","317","461.0","778.0","-173.0","-120.0","2","legacy","1","Im Rahmen einer öffentlichen Veranstaltung wird über die Zukunft der Hochschulen und die Forschungsförderung diskutiert. Die <RN>Professorinnen</RN> diskutieren über die Zukunft der Hochschulen und setzen sich für mehr Forschungsgelder ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","Im Rahmen einer öffentlichen Veranstaltung wird über die Zukunft der Hochschulen und die Forschungsförderung diskutiert. Die <RN>Professorinnen</RN> diskutieren über die Zukunft der Hochschulen und setzen sich für mehr Forschungsgelder ein, doch diese <AN>Männer</AN> lehnen die Vorschläge ab. Die nächsten Schritte werden derzeit kontrovers diskutiert.","0","1024","2","48000","-16","53","4","135","70.0","205.0","61.0","114.0","experiment","3","odd","25200.0","-810.0","-290.0","NA","2845","2846","10957","14563","25196","14605","27766","10956","10956","NA","27724","27493","25196","14605","25196","27491","Experiment","0","0","0","1920","diskutiert.","53","25","243"
